,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,Earmarks Desc Lower,Amendment No.,Sponsor,Subject,Consolidated Amendment,Status
137,408,Kingston Wastewater Management,Kingston,125000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $125,000 shall be made available for the town of Kingston for comprehensive wastewater management planning",DEP,"Human Services, Research, Environment",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,kingston wastewater management,354,"Moran, Susan L. (SEN)",Environment,Yes Bundle 2,Adopted
138,416,Lawrence Brook Flood Mitigation Project in Peabody,Peabody,500000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $500,000 shall be expended to the city of Peabody for the Lawrence Brook flood mitigation project",DCR,"Environment, Research",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,lawrence brook flood mitigation project in peabody,565,"Walsh, Thomas P. (HOU)",Environment/Climate,C,Consolidated
139,418,Lawrence Partnership,Lawrence,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70022023,"provided further, that not less than $50,000 shall be expended for the Lawrence Partnership, Inc. for operating expenses related to inclusive economic development in the city of Lawrence",HED,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lawrence partnership,86,"Finegold, Barry R. (SEN)",Economic Development,Yes Bundle 1,Adopted
140,420,Lazarus House,Lawrence,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended for the Lazarus House, Inc. to address food and housing insecurity in the city of Lawrence",EHS,"Housing, Food",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lazarus house,83,"Finegold, Barry R. (SEN)",Economic Development,Yes Bundle 1,Adopted
141,423,Leicester Public Schools Boiler Repairs,Leicester,85000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $85,000 shall be expended to the town of Leicester for boiler replacement or repairs within the Leicester public schools",DES,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,leicester public schools boiler repairs,567,"Moore, Michael O. (SEN)",Local,Yes Bundle 3,Adopted
142,424,Leominster Early Education Center Feasibility Study,Leominster,100000,EEC - Department Of Early Education & Care,sean.reynolds@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for the Leominster public schools to conduct a feasibility study for an early childhood education center",EEC,"Education, Research",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,leominster early education center feasibility study,47,"Higgins, Natalie M. (HOU)",Education,B,Consolidated
143,425,Leominster Modular Classrooms,Leominster,300000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $300,000 shall be expended to the Leominster public school district to purchase portable classrooms for all elementary schools in the district",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,leominster modular classrooms,451-R1,"Cronin, John J. (SEN)",Education,Yes Bundle 2,Adopted
144,426,Leominster Public Schools Water Filtration System Improvements,Leominster,150000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $150,000 shall be expended for the Leominster public schools to upgrade the water filtration systems throughout the district",DES,"Maintenance, Environment, Education",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,leominster public schools water filtration system improvements,46,"Higgins, Natalie M. (HOU)",Education,B,Consolidated
145,429,Lowell Vacant Store Fronts,Lowell,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70022023,"provided further, that not less than $100,000 shall be expended to the city of Lowell for the Vacant Storefront Program to rehabilitate vacant and underutilized spaces in the city’s downtown area",HED,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lowell vacant store fronts,598-R2,"Kennedy, Edward J. (SEN)",Local,Yes Bundle 3,Adopted
146,430,Ludlow 250th Cultural Celebration,Ludlow,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the cultural celebration of the 250th anniversary of the town of Ludlow",MMP,"Arts, Events",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,ludlow 250th cultural celebration,331,"Oliveira, Jacob R. (HOU)",Economic Development,D,Consolidated
147,431,Ludlow Mills Affordable Housing Opportunities,Ludlow,2000000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $2,000,000 shall be expended for the Westmass Area Development Corporation for redevelopment and expansion of properties for continued predeveloped expenses associated with additional growth opportunities of affordable housing at the Ludlow Mills",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ludlow mills affordable housing opportunities,545,"Oliveira, Jacob R. (HOU)",Housing,A,Consolidated
148,432,Ludlow Mills Water and Sewer Infrastructure,Ludlow,1000000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $1,000,000 shall be expended for the Westmass Area Development Corporation for new water and sewer infrastructure for the Ludlow Mills redevelopment located within an environmental justice community",DEP,Environment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ludlow mills water and sewer infrastructure,538,"Oliveira, Jacob R. (HOU)",Infrastructure,C,Consolidated
149,433,Lunenburg Primary School Hazardous Materials Abatement,Lunenburg,50000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $50,000 shall be expended to the Lunenburg primary school for hazardous materials abatement",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lunenburg primary school hazardous materials abatement,453-R1,"Cronin, John J. (SEN)",Education,Yes Bundle 2,Adopted
150,434,Lupa Zoo in Ludlow,Ludlow,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $50,000 shall be expended to the Lupa Zoo in the town of Ludlow to provide Americans with Disabilities Act and handicapped accessibility improvements",MMP,"Accessibility, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,lupa zoo in ludlow,592,"Lesser, Eric P. (SEN)",Local,Yes Bundle 3,Adopted
151,438,Lynn Waterfront Coastal Resiliency Project,Lynn,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended for shoreline restoration planning in Lynn Harbor to mitigate current erosion, create a resilient shoreline adjacent to critical infrastructure, and support the transformation of a landfill into a 30-acre park",DCR,"Recreation, Research, Maintenance, Environment",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,lynn waterfront coastal resiliency project,629,"Capano, Peter (HOU)",Environment/Climate,C,Consolidated
152,439,Macomber School HVAC Systems,Westport,150000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $150,000 shall be expended for the Westport community schools for the installation of heating, ventilation and air conditioning systems at the Macomber school",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,macomber school hvac systems,688,"Schmid, III, Paul A. (HOU)",Education,B,Consolidated
153,441,Main South Business Association,Worcester,50000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Main South Business Association in Worcester to further assist minority entrepreneurs with technical assistance, legal services, and compliance training",SEA,"Economic, Transport, Occupational, Technology",False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,main south business association,434,"LeBoeuf, David Henry Argosky (HOU)",Economic Development,D,Consolidated
